OrderDate,Category,Product,Region,AgeGroup,PaymentMethod,Quantity,UnitPrice,Revenue,Rating,Returned
2024-05-28 11:41:14.549098,Thời trang,Quần jean,Đà Nẵng,25-34,Chuyển khoản,3,412000.0,1236000.0,3.4,Không
2024-05-28 11:41:14.549098,Điện tử,Loa bluetooth,Bình Dương,25-34,Ví điện tử,3,1020000.0,3060000.0,,Không
2024-05-29 22:47:51.342685,Mỹ phẩm,Serum,Cần Thơ,18-24,Chuyển khoản,5,279000.0,1395000.0,3.5,Không
2024-05-31 09:54:28.136272,Điện tử,Sạc dự phòng,Hà Nội,18-24,Ví điện tử,1,924000.0,924000.0,4.4,Không
2024-06-02 14:34:23.326653,Mỹ phẩm,Toner,Bình Dương,18-24,Chuyển khoản,1,109000.0,109000.0,4.2,Không
2024-06-03 08:07:41.723446,Sách,Manga,Cần Thơ,25-34,Ví điện tử,5,145000.0,725000.0,,Không
2024-06-04 01:41:00.120240,Sách,Sách thiếu nhi,Đà Nẵng,35-44,COD,2,127000.0,254000.0,5.0,Không
2024-06-04 19:14:18.517034,Điện tử,Đồng hồ thông minh,TP.HCM,35-44,Thẻ ngân hàng,1,300000.0,300000.0,3.3,Không
2024-06-06 06:20:55.310621,Thời trang,Túi xách,Hà Nội,25-34,COD,3,575000.0,1725000.0,4.9,Có
2024-06-08 11:00:50.501002,Điện tử,Cáp USB,TP.HCM,35-44,COD,1,170000.0,170000.0,3.7,Không
2024-06-09 04:34:08.897795,Sách,Tiểu thuyết,TP.HCM,25-34,Thẻ ngân hàng,4,48000.0,192000.0,5.0,Không
2024-06-09 04:34:08.897795,Mỹ phẩm,Mascara,Đồng Nai,25-34,COD,4,236000.0,944000.0,3.9,Không
2024-06-09 04:34:08.897795,Thời trang,Kính mát,TP.HCM,35-44,Ví điện tử,3,212000.0,636000.0,3.4,Có
2024-06-10 15:40:45.691382,Thể thao,Găng tay tập,TP.HCM,55+,COD,1,253000.0,253000.0,4.4,Không
2024-06-10 15:40:45.691382,Thời trang,Kính mát,Cần Thơ,18-24,Ví điện tử,2,225000.0,450000.0,3.6,Không
2024-06-12 02:47:22.484969,Thời trang,Túi xách,Cần Thơ,18-24,Ví điện tử,1,185000.0,185000.0,3.2,Không
2024-06-12 20:20:40.881763,Thời trang,Kính mát,TP.HCM,18-24,Thẻ ngân hàng,5,603000.0,3015000.0,4.8,Có
2024-06-13 13:53:59.278557,Điện tử,Đồng hồ thông minh,TP.HCM,18-24,Ví điện tử,1,1032000.0,1032000.0,4.3,Có
2024-06-14 07:27:17.675350,Điện tử,Đồng hồ thông minh,Hà Nội,25-34,Thẻ ngân hàng,2,525000.0,1050000.0,4.8,Không
2024-06-15 01:00:36.072144,Sách,Sách học ngoại ngữ,Hà Nội,25-34,Chuyển khoản,4,79000.0,316000.0,3.6,Không
2024-06-15 01:00:36.072144,Thời trang,Giày sneaker,Hà Nội,45-54,Ví điện tử,4,365000.0,1460000.0,3.6,Không
2024-06-15 18:33:54.468937,Điện tử,Đồng hồ thông minh,TP.HCM,18-24,Ví điện tử,3,413000.0,1239000.0,3.8,Không
2024-06-15 18:33:54.468937,Điện tử,Cáp USB,Hà Nội,35-44,Chuyển khoản,2,201000.0,402000.0,4.4,Không
2024-06-15 18:33:54.468937,Điện tử,Loa bluetooth,Hà Nội,18-24,Ví điện tử,5,932000.0,4660000.0,,Không
2024-06-16 12:07:12.865731,Điện tử,Tai nghe,Hà Nội,18-24,COD,2,710000.0,1420000.0,4.7,Không
2024-06-16 12:07:12.865731,Thời trang,Túi xách,Hà Nội,18-24,Ví điện tử,1,477000.0,477000.0,5.0,Không
2024-06-17 23:13:49.659318,Điện tử,Đồng hồ thông minh,Bình Dương,25-34,Ví điện tử,4,194000.0,776000.0,4.8,Không
2024-06-18 16:47:08.056112,Thời trang,Kính mát,Đà Nẵng,35-44,Chuyển khoản,1,101000.0,101000.0,4.7,Không
2024-06-18 16:47:08.056112,Thời trang,Áo thun,Hà Nội,45-54,Thẻ ngân hàng,2,89000.0,178000.0,3.3,Không
2024-06-18 16:47:08.056112,Thời trang,Túi xách,Hà Nội,25-34,Thẻ ngân hàng,3,345000.0,1035000.0,3.9,Không
2024-06-20 03:53:44.849699,Thời trang,Kính mát,TP.HCM,25-34,COD,4,363000.0,1452000.0,3.5,Không
2024-06-21 15:00:21.643286,Thời trang,Túi xách,TP.HCM,25-34,Ví điện tử,1,567000.0,567000.0,3.9,Không
2024-06-21 15:00:21.643286,Thời trang,Giày sneaker,TP.HCM,18-24,Ví điện tử,2,200000.0,400000.0,3.6,Không
2024-06-21 15:00:21.643286,Thời trang,Kính mát,Cần Thơ,25-34,Ví điện tử,2,522000.0,1044000.0,5.0,Không
2024-06-22 08:33:40.040080,Điện tử,Tai nghe,TP.HCM,45-54,COD,1,1156000.0,1156000.0,3.1,Không
2024-06-23 02:06:58.436873,Mỹ phẩm,Serum,Đồng Nai,35-44,Ví điện tử,1,82000.0,82000.0,4.0,Không
2024-06-23 02:06:58.436873,Thời trang,Áo thun,Đà Nẵng,35-44,COD,1,366000.0,366000.0,3.6,Không
2024-06-23 02:06:58.436873,Sách,Tiểu thuyết,TP.HCM,25-34,COD,1,132000.0,132000.0,3.9,Không
2024-06-23 02:06:58.436873,Thể thao,Bóng đá,Đồng Nai,18-24,Ví điện tử,1,279000.0,279000.0,2.9,Không
2024-06-23 19:40:16.833667,Thể thao,Bình nước,Hà Nội,25-34,Ví điện tử,2,134000.0,268000.0,3.9,Không
2024-06-24 13:13:35.230460,Sách,Sách kỹ năng,Hà Nội,25-34,Thẻ ngân hàng,2,52000.0,104000.0,4.1,Không
2024-06-24 13:13:35.230460,Điện tử,Đồng hồ thông minh,TP.HCM,25-34,Ví điện tử,4,941000.0,3764000.0,3.8,Không
2024-06-25 06:46:53.627254,Điện tử,Sạc dự phòng,Hà Nội,25-34,Thẻ ngân hàng,2,850000.0,1700000.0,4.8,Không
2024-06-26 00:20:12.024048,Điện tử,Đồng hồ thông minh,Hà Nội,35-44,Thẻ ngân hàng,2,931000.0,1862000.0,3.6,Không
2024-06-26 17:53:30.420841,Sách,Tiểu thuyết,TP.HCM,25-34,Ví điện tử,5,75000.0,375000.0,5.0,Có
2024-06-26 17:53:30.420841,Điện tử,Đồng hồ thông minh,TP.HCM,25-34,Thẻ ngân hàng,2,469000.0,938000.0,3.0,Không
2024-06-27 11:26:48.817635,Điện tử,Đồng hồ thông minh,Bình Dương,25-34,Chuyển khoản,5,327000.0,1635000.0,3.3,Không
2024-06-28 22:33:25.611222,Mỹ phẩm,Mascara,Cần Thơ,35-44,COD,1,265000.0,265000.0,4.5,Không
2024-06-30 09:40:02.404809,Điện tử,Đồng hồ thông minh,TP.HCM,25-34,COD,20,226000.0,4520000.0,3.0,Không
2024-06-30 09:40:02.404809,Thời trang,Giày sneaker,Hà Nội,25-34,COD,1,459000.0,459000.0,3.8,Không
2024-06-30 09:40:02.404809,Điện tử,Tai nghe,Hà Nội,18-24,COD,2,369000.0,738000.0,4.2,Không
2024-07-01 03:13:20.801603,Điện tử,Loa bluetooth,Bình Dương,55+,Ví điện tử,1,1176000.0,1176000.0,3.7,Không
2024-07-01 20:46:39.198396,Sách,Sách học ngoại ngữ,Hà Nội,25-34,Ví điện tử,4,85000.0,340000.0,5.0,Không
2024-07-01 20:46:39.198396,Mỹ phẩm,Toner,TP.HCM,35-44,Ví điện tử,3,373000.0,1119000.0,3.9,Không
2024-07-02 14:19:57.595190,Điện tử,Loa bluetooth,Bình Dương,45-54,Ví điện tử,2,154000.0,308000.0,3.2,Có
2024-07-03 07:53:15.991983,Điện tử,Cáp USB,Hà Nội,35-44,Ví điện tử,5,1155000.0,5775000.0,4.1,Không
2024-07-03 07:53:15.991983,Điện tử,Tai nghe,TP.HCM,35-44,Ví điện tử,4,199000.0,796000.0,2.9,Không
2024-07-04 01:26:34.388777,Mỹ phẩm,Toner,TP.HCM,25-34,Ví điện tử,2,408000.0,816000.0,4.8,Không
2024-07-04 18:59:52.785571,Thể thao,Thảm yoga,TP.HCM,,Thẻ ngân hàng,3,194000.0,582000.0,3.9,Không
2024-07-04 18:59:52.785571,Điện tử,Tai nghe,Hà Nội,25-34,Chuyển khoản,1,993000.0,993000.0,3.0,Không
2024-07-05 12:33:11.182364,Mỹ phẩm,Mascara,Bình Dương,25-34,Ví điện tử,5,422000.0,2110000.0,2.9,Không
2024-07-05 12:33:11.182364,Thời trang,Áo thun,TP.HCM,25-34,COD,1,512000.0,512000.0,,Có
2024-07-06 06:06:29.579158,Mỹ phẩm,Mascara,TP.HCM,35-44,Thẻ ngân hàng,4,,,4.0,Không
2024-07-06 23:39:47.975951,Mỹ phẩm,Kem dưỡng da,Đà Nẵng,35-44,Thẻ ngân hàng,5,235000.0,1175000.0,5.0,Không
2024-07-09 04:19:43.166332,Thời trang,Kính mát,Hà Nội,25-34,Ví điện tử,4,563000.0,2252000.0,4.9,Không
2024-07-09 04:19:43.166332,Điện tử,Đồng hồ thông minh,TP.HCM,45-54,COD,5,1172000.0,5860000.0,2.8,Không
2024-07-09 04:19:43.166332,Sách,Sách thiếu nhi,TP.HCM,55+,COD,5,119000.0,595000.0,4.6,Không
2024-07-09 21:53:01.563126,Thể thao,Bóng đá,TP.HCM,55+,COD,5,67000.0,335000.0,4.4,Không
2024-07-12 02:32:56.753507,Sách,Manga,TP.HCM,55+,Thẻ ngân hàng,2,136000.0,272000.0,3.1,Không
2024-07-12 20:06:15.150300,Thời trang,Kính mát,TP.HCM,35-44,Thẻ ngân hàng,1,329000.0,329000.0,3.8,Không
2024-07-14 07:12:51.943887,Thể thao,Bình nước,Bình Dương,35-44,Ví điện tử,3,74000.0,222000.0,5.0,Không
2024-07-14 07:12:51.943887,Sách,Sách kỹ năng,TP.HCM,18-24,Ví điện tử,1,165000.0,165000.0,4.1,Không
2024-07-15 00:46:10.340681,Điện tử,Tai nghe,Đà Nẵng,,Chuyển khoản,5,502000.0,2510000.0,4.3,Không
2024-07-16 11:52:47.134268,Mỹ phẩm,Kem dưỡng da,TP.HCM,35-44,Ví điện tử,2,319000.0,638000.0,2.4,Không
2024-07-17 05:26:05.531062,Sách,Tiểu thuyết,TP.HCM,25-34,COD,3,59000.0,177000.0,4.2,Không
2024-07-17 22:59:23.927855,Thời trang,Quần jean,Đồng Nai,25-34,COD,3,626000.0,1878000.0,3.2,Không
2024-07-19 10:06:00.721442,Sách,Manga,Cần Thơ,,COD,1,145000.0,145000.0,4.2,Không
2024-07-20 21:12:37.515030,Mỹ phẩm,Toner,Đà Nẵng,,Ví điện tử,1,150000.0,150000.0,4.9,Không
2024-07-21 14:45:55.911823,Điện tử,Loa bluetooth,Đà Nẵng,45-54,Ví điện tử,2,711000.0,1422000.0,5.0,Có
2024-07-22 08:19:14.308617,Thời trang,Áo thun,Bình Dương,18-24,Ví điện tử,1,332000.0,332000.0,3.2,Không
2024-07-25 06:32:27.895791,Thời trang,Giày sneaker,Bình Dương,,Ví điện tử,3,443000.0,1329000.0,3.9,Không
2024-07-25 06:32:27.895791,Thời trang,Áo thun,TP.HCM,18-24,Ví điện tử,1,648000.0,648000.0,4.4,Không
2024-07-26 00:05:46.292585,Mỹ phẩm,Serum,Hà Nội,25-34,COD,3,418000.0,1254000.0,3.6,Không
2024-07-26 00:05:46.292585,Sách,Sách học ngoại ngữ,TP.HCM,,Ví điện tử,1,,,4.8,Không
2024-07-26 00:05:46.292585,Điện tử,Loa bluetooth,Hà Nội,18-24,Thẻ ngân hàng,5,941000.0,4705000.0,4.2,Không
2024-07-26 00:05:46.292585,Thể thao,Găng tay tập,Bình Dương,25-34,Ví điện tử,3,274000.0,822000.0,5.0,Không
2024-07-26 17:39:04.689378,Thời trang,Áo thun,Đà Nẵng,35-44,COD,1,547000.0,547000.0,3.8,Không
2024-07-27 11:12:23.086172,Mỹ phẩm,Serum,Bình Dương,25-34,COD,1,159000.0,159000.0,4.4,Không
2024-07-28 04:45:41.482965,Điện tử,Cáp USB,Đà Nẵng,45-54,Ví điện tử,1,332000.0,332000.0,5.0,Không
2024-07-31 02:58:55.070140,Điện tử,Cáp USB,Đà Nẵng,25-34,COD,1,855000.0,855000.0,5.0,Không
2024-07-31 20:32:13.466933,Điện tử,Cáp USB,TP.HCM,25-34,Thẻ ngân hàng,1,582000.0,582000.0,3.0,Không
2024-07-31 20:32:13.466933,Điện tử,Loa bluetooth,Hà Nội,55+,COD,2,697000.0,1394000.0,4.7,Không
2024-07-31 20:32:13.466933,Điện tử,Sạc dự phòng,Hà Nội,25-34,Thẻ ngân hàng,5,191000.0,955000.0,2.8,Không
2024-08-01 14:05:31.863727,Thời trang,Túi xách,Hà Nội,18-24,Ví điện tử,2,86000.0,172000.0,4.7,Có
2024-08-02 07:38:50.260521,Thời trang,Quần jean,Hà Nội,25-34,COD,1,85000.0,85000.0,3.5,Không
2024-08-02 07:38:50.260521,Điện tử,Đồng hồ thông minh,Cần Thơ,35-44,Ví điện tử,1,1092000.0,1092000.0,3.7,Không
2024-08-03 18:45:27.054108,Thể thao,Găng tay tập,Cần Thơ,25-34,COD,1,214000.0,214000.0,3.3,Không
2024-08-04 12:18:45.450901,Mỹ phẩm,Son môi,Hà Nội,18-24,Thẻ ngân hàng,4,308000.0,1232000.0,3.5,Không
2024-08-05 05:52:03.847695,Điện tử,Loa bluetooth,Hà Nội,18-24,Chuyển khoản,1,901000.0,901000.0,4.8,Không
2024-08-05 05:52:03.847695,Điện tử,Sạc dự phòng,Đà Nẵng,18-24,COD,5,1118000.0,5590000.0,4.3,Không
2024-08-05 05:52:03.847695,Thể thao,Bóng đá,TP.HCM,45-54,Chuyển khoản,1,266000.0,266000.0,4.2,Không
2024-08-05 23:25:22.244488,Điện tử,Tai nghe,TP.HCM,18-24,Ví điện tử,5,750000.0,3750000.0,4.4,Không
2024-08-06 16:58:40.641282,Thể thao,Thảm yoga,TP.HCM,,COD,4,278000.0,1112000.0,2.6,Không
2024-08-09 15:11:54.228456,Thời trang,Túi xách,Cần Thơ,18-24,COD,1,465000.0,465000.0,5.0,Không
2024-08-09 15:11:54.228456,Sách,Sách kỹ năng,Đồng Nai,25-34,COD,1,133000.0,133000.0,4.2,Không
2024-08-10 08:45:12.625250,Thời trang,Kính mát,TP.HCM,25-34,COD,3,352000.0,1056000.0,4.7,Không
2024-08-13 06:58:26.212424,Thể thao,Găng tay tập,Hà Nội,,Ví điện tử,2,83000.0,166000.0,,Không
2024-08-14 18:05:03.006012,Mỹ phẩm,Kem dưỡng da,TP.HCM,25-34,Ví điện tử,1,353000.0,353000.0,3.0,Không
2024-08-14 18:05:03.006012,Mỹ phẩm,Mascara,Hà Nội,35-44,Chuyển khoản,3,206000.0,618000.0,3.7,Không
2024-08-15 11:38:21.402805,Mỹ phẩm,Son môi,Hà Nội,45-54,COD,2,250000.0,500000.0,5.0,Không
2024-08-15 11:38:21.402805,Điện tử,Cáp USB,Hà Nội,18-24,Ví điện tử,2,916000.0,1832000.0,4.1,Không
2024-08-15 11:38:21.402805,Sách,Sách thiếu nhi,Hà Nội,35-44,Ví điện tử,2,138000.0,276000.0,3.8,Không
2024-08-15 11:38:21.402805,Thời trang,Túi xách,TP.HCM,18-24,COD,5,406000.0,2030000.0,3.9,Không
2024-08-16 22:44:58.196392,Mỹ phẩm,Toner,TP.HCM,45-54,Chuyển khoản,4,220000.0,880000.0,3.7,Không
2024-08-17 16:18:16.593186,Điện tử,Cáp USB,Bình Dương,25-34,Chuyển khoản,2,1117000.0,2234000.0,2.6,Không
2024-08-17 16:18:16.593186,Sách,Tiểu thuyết,TP.HCM,25-34,Ví điện tử,2,121000.0,242000.0,5.0,Không
2024-08-18 09:51:34.989979,Thời trang,Kính mát,Bình Dương,35-44,Ví điện tử,2,500000.0,1000000.0,4.8,Không
2024-08-18 09:51:34.989979,Thời trang,Kính mát,Đồng Nai,18-24,COD,2,574000.0,1148000.0,2.9,Không
2024-08-20 14:31:30.180360,Điện tử,Cáp USB,TP.HCM,25-34,COD,2,388000.0,776000.0,4.3,Không
2024-08-22 01:38:06.973947,Thời trang,Quần jean,TP.HCM,25-34,COD,1,378000.0,378000.0,2.0,Có
2024-08-22 01:38:06.973947,Thời trang,Túi xách,Cần Thơ,35-44,Ví điện tử,5,518000.0,2590000.0,3.8,Không
2024-08-22 19:11:25.370741,Sách,Sách kỹ năng,Đà Nẵng,18-24,Ví điện tử,5,99000.0,495000.0,4.6,Không
2024-08-24 06:18:02.164328,Thể thao,Bóng đá,Hà Nội,25-34,Thẻ ngân hàng,3,373000.0,1119000.0,4.4,Không
2024-08-24 23:51:20.561122,Điện tử,Tai nghe,TP.HCM,18-24,COD,4,892000.0,3568000.0,3.4,Không
2024-08-25 17:24:38.957915,Mỹ phẩm,Kem dưỡng da,TP.HCM,35-44,COD,1,281000.0,281000.0,,Không
2024-08-25 17:24:38.957915,Sách,Sách kỹ năng,TP.HCM,35-44,Thẻ ngân hàng,1,87000.0,87000.0,2.8,Không
2024-08-26 10:57:57.354709,Sách,Sách thiếu nhi,Hà Nội,25-34,Ví điện tử,3,84000.0,252000.0,4.7,Không
2024-08-26 10:57:57.354709,Điện tử,Sạc dự phòng,Hà Nội,35-44,Thẻ ngân hàng,2,832000.0,1664000.0,4.4,Không
2024-08-27 04:31:15.751503,Điện tử,Loa bluetooth,Bình Dương,25-34,COD,1,805000.0,805000.0,4.0,Không
2024-08-27 04:31:15.751503,Thời trang,Áo thun,Hà Nội,35-44,Ví điện tử,2,470000.0,940000.0,3.8,Không
2024-08-27 22:04:34.148296,Thời trang,Túi xách,Đà Nẵng,25-34,Ví điện tử,1,91000.0,91000.0,3.8,Có
2024-08-29 09:11:10.941883,Điện tử,Tai nghe,Đồng Nai,18-24,COD,1,429000.0,429000.0,3.5,Không
2024-08-29 09:11:10.941883,Mỹ phẩm,Serum,Hà Nội,25-34,Thẻ ngân hàng,2,418000.0,836000.0,4.1,Không
2024-08-29 09:11:10.941883,Thời trang,Kính mát,TP.HCM,45-54,Chuyển khoản,1,603000.0,603000.0,3.8,Không
2024-08-30 02:44:29.338677,Điện tử,Cáp USB,Hà Nội,25-34,COD,3,796000.0,2388000.0,3.4,Không
2024-08-30 20:17:47.735470,Thời trang,Kính mát,Hà Nội,25-34,Chuyển khoản,1,492000.0,492000.0,4.4,Không
2024-08-31 13:51:06.132264,Mỹ phẩm,Son môi,TP.HCM,18-24,COD,1,96000.0,96000.0,3.6,Không
2024-09-01 07:24:24.529058,Điện tử,Cáp USB,Bình Dương,35-44,Thẻ ngân hàng,1,930000.0,930000.0,3.9,Không
2024-09-02 18:31:01.322645,Mỹ phẩm,Toner,Hà Nội,25-34,Thẻ ngân hàng,1,276000.0,276000.0,4.2,Không
2024-09-04 23:10:56.513026,Điện tử,Tai nghe,TP.HCM,25-34,Chuyển khoản,5,805000.0,4025000.0,,Có
2024-09-06 10:17:33.306613,Mỹ phẩm,Toner,TP.HCM,35-44,Thẻ ngân hàng,3,325000.0,975000.0,3.3,Không
2024-09-06 10:17:33.306613,Thể thao,Thảm yoga,Hà Nội,45-54,COD,2,332000.0,664000.0,3.0,Không
2024-09-07 21:24:10.100200,Điện tử,Đồng hồ thông minh,Hà Nội,18-24,Thẻ ngân hàng,2,343000.0,686000.0,4.2,Không
2024-09-09 08:30:46.893787,Sách,Sách thiếu nhi,TP.HCM,35-44,Ví điện tử,2,90000.0,180000.0,3.5,Không
2024-09-09 08:30:46.893787,Điện tử,Loa bluetooth,Đà Nẵng,18-24,Ví điện tử,2,593000.0,1186000.0,4.1,Không
2024-09-10 02:04:05.290581,Mỹ phẩm,Kem dưỡng da,Hà Nội,35-44,Ví điện tử,2,181000.0,362000.0,4.2,Không
2024-09-10 19:37:23.687374,Thời trang,Kính mát,Hà Nội,18-24,Ví điện tử,3,,,4.5,Không
2024-09-10 19:37:23.687374,Mỹ phẩm,Kem dưỡng da,Hà Nội,18-24,COD,4,419000.0,1676000.0,4.2,Không
2024-09-10 19:37:23.687374,Điện tử,Loa bluetooth,Hà Nội,18-24,COD,4,1095000.0,4380000.0,4.5,Không
2024-09-12 06:44:00.480961,Thời trang,Giày sneaker,TP.HCM,25-34,COD,3,383000.0,1149000.0,3.2,Không
2024-09-13 00:17:18.877755,Thời trang,Giày sneaker,Cần Thơ,35-44,Ví điện tử,5,159000.0,795000.0,4.7,Không
2024-09-13 00:17:18.877755,Thời trang,Kính mát,TP.HCM,35-44,Ví điện tử,4,190000.0,760000.0,4.3,Không
2024-09-13 17:50:37.274549,Điện tử,Loa bluetooth,Hà Nội,35-44,COD,2,856000.0,1712000.0,3.8,Không
2024-09-14 11:23:55.671342,Thể thao,Bóng đá,Hà Nội,25-34,Ví điện tử,38,112000.0,4256000.0,3.5,Không
2024-09-15 04:57:14.068136,Thể thao,Găng tay tập,Hà Nội,25-34,COD,1,94000.0,94000.0,4.2,Không
2024-09-15 22:30:32.464929,Mỹ phẩm,Mascara,TP.HCM,18-24,Chuyển khoản,1,297000.0,297000.0,5.0,Không
2024-09-15 22:30:32.464929,Thể thao,Găng tay tập,TP.HCM,35-44,COD,1,364000.0,364000.0,4.2,Không
2024-09-16 16:03:50.861723,Sách,Sách thiếu nhi,Hà Nội,45-54,Ví điện tử,2,,,4.8,Không
2024-09-16 16:03:50.861723,Mỹ phẩm,Son môi,TP.HCM,18-24,COD,4,65000.0,260000.0,,Có
2024-09-17 09:37:09.258517,Thời trang,Giày sneaker,TP.HCM,35-44,Chuyển khoản,2,415000.0,830000.0,4.7,Không
2024-09-18 03:10:27.655310,Điện tử,Sạc dự phòng,Hà Nội,25-34,COD,1,859000.0,859000.0,3.5,Không
2024-09-18 20:43:46.052104,Thời trang,Áo thun,Đồng Nai,18-24,Ví điện tử,1,145000.0,145000.0,4.9,Không
2024-09-19 14:17:04.448897,Mỹ phẩm,Toner,Hà Nội,25-34,Ví điện tử,4,348000.0,1392000.0,4.5,Không
2024-09-21 01:23:41.242484,Điện tử,Đồng hồ thông minh,TP.HCM,45-54,Chuyển khoản,3,338000.0,1014000.0,4.3,Không
2024-09-21 01:23:41.242484,Thời trang,Quần jean,TP.HCM,25-34,Ví điện tử,1,574000.0,574000.0,3.9,Không
2024-09-21 01:23:41.242484,Thời trang,Quần jean,Hà Nội,45-54,Thẻ ngân hàng,2,646000.0,1292000.0,4.8,Không
2024-09-22 12:30:18.036072,Thời trang,Túi xách,Cần Thơ,25-34,Ví điện tử,1,101000.0,101000.0,3.7,Không
2024-09-22 12:30:18.036072,Thời trang,Quần jean,TP.HCM,25-34,Ví điện tử,1,373000.0,373000.0,4.2,Không
2024-09-23 06:03:36.432865,Mỹ phẩm,Kem dưỡng da,Đà Nẵng,25-34,Chuyển khoản,4,256000.0,1024000.0,3.8,Không
2024-09-23 23:36:54.829659,Điện tử,Đồng hồ thông minh,Đà Nẵng,35-44,Ví điện tử,1,669000.0,669000.0,3.7,Không
2024-09-26 21:50:08.416833,Thời trang,Túi xách,Đà Nẵng,45-54,COD,2,172000.0,344000.0,4.2,Không
2024-09-27 15:23:26.813627,Mỹ phẩm,Mascara,TP.HCM,35-44,Ví điện tử,26,221000.0,5746000.0,3.9,Không
2024-09-27 15:23:26.813627,Điện tử,Loa bluetooth,TP.HCM,25-34,COD,1,1145000.0,1145000.0,3.6,Không
2024-09-29 02:30:03.607214,Sách,Sách kỹ năng,Bình Dương,35-44,COD,3,162000.0,486000.0,4.7,Không
2024-10-02 00:43:17.194388,Sách,Sách kỹ năng,Đà Nẵng,25-34,Ví điện tử,2,84000.0,168000.0,4.8,Không
2024-10-02 00:43:17.194388,Mỹ phẩm,Toner,TP.HCM,55+,COD,1,140000.0,140000.0,4.1,Không
2024-10-04 05:23:12.384769,Thời trang,Kính mát,Hà Nội,45-54,Chuyển khoản,2,649000.0,1298000.0,4.1,Không
2024-10-04 05:23:12.384769,Thời trang,Áo thun,Đồng Nai,35-44,Ví điện tử,4,382000.0,1528000.0,4.2,Không
2024-10-04 22:56:30.781563,Điện tử,Đồng hồ thông minh,TP.HCM,35-44,COD,20,1032000.0,20640000.0,4.4,Không
2024-10-04 22:56:30.781563,Mỹ phẩm,Serum,TP.HCM,18-24,Thẻ ngân hàng,2,319000.0,638000.0,4.6,Có
2024-10-05 16:29:49.178356,Điện tử,Loa bluetooth,Hà Nội,35-44,COD,5,1101000.0,5505000.0,3.3,Không
2024-10-08 14:43:02.765531,Thể thao,Bóng đá,Hà Nội,45-54,COD,4,209000.0,836000.0,4.7,Không
2024-10-08 14:43:02.765531,Điện tử,Tai nghe,Cần Thơ,25-34,COD,4,747000.0,2988000.0,4.1,Không
2024-10-08 14:43:02.765531,Điện tử,Đồng hồ thông minh,TP.HCM,25-34,Ví điện tử,5,1082000.0,5410000.0,3.5,Không
2024-10-10 01:49:39.559118,Sách,Sách thiếu nhi,Hà Nội,35-44,Ví điện tử,1,61000.0,61000.0,3.6,Không
2024-10-10 19:22:57.955911,Thể thao,Dây nhảy,Hà Nội,35-44,COD,1,,,4.6,Không
2024-10-10 19:22:57.955911,Điện tử,Loa bluetooth,Hà Nội,55+,Ví điện tử,2,988000.0,1976000.0,4.2,Không
2024-10-11 12:56:16.352705,Sách,Sách thiếu nhi,TP.HCM,35-44,Ví điện tử,1,63000.0,63000.0,4.8,Không
2024-10-12 06:29:34.749498,Mỹ phẩm,Son môi,TP.HCM,25-34,Thẻ ngân hàng,2,321000.0,642000.0,3.5,Không
2024-10-12 06:29:34.749498,Điện tử,Sạc dự phòng,Hà Nội,18-24,Thẻ ngân hàng,3,792000.0,2376000.0,3.4,Không
2024-10-13 00:02:53.146292,Mỹ phẩm,Mascara,TP.HCM,18-24,Thẻ ngân hàng,1,434000.0,434000.0,3.6,Không
2024-10-14 11:09:29.939879,Sách,Manga,TP.HCM,18-24,COD,2,,,,Không
2024-10-15 04:42:48.336673,Điện tử,Đồng hồ thông minh,TP.HCM,25-34,Ví điện tử,4,986000.0,3944000.0,3.4,Không
2024-10-15 22:16:06.733466,Thời trang,Quần jean,Hà Nội,25-34,Chuyển khoản,4,607000.0,2428000.0,4.2,Không
2024-10-15 22:16:06.733466,Điện tử,Sạc dự phòng,Hà Nội,18-24,Ví điện tử,2,701000.0,1402000.0,3.2,Không
2024-10-18 20:29:20.320641,Mỹ phẩm,Kem dưỡng da,TP.HCM,45-54,COD,4,162000.0,648000.0,4.9,Không
2024-10-19 14:02:38.717434,Điện tử,Tai nghe,TP.HCM,18-24,COD,5,962000.0,4810000.0,3.8,Không
2024-10-21 01:09:15.511022,Điện tử,Loa bluetooth,TP.HCM,45-54,COD,1,419000.0,419000.0,4.1,Không
2024-10-22 12:15:52.304609,Mỹ phẩm,Serum,TP.HCM,25-34,Ví điện tử,1,337000.0,337000.0,4.6,Không
2024-10-22 12:15:52.304609,Thời trang,Quần jean,Đà Nẵng,25-34,COD,1,243000.0,243000.0,3.9,Không
2024-10-23 23:22:29.098196,Thời trang,Kính mát,Bình Dương,55+,Ví điện tử,1,459000.0,459000.0,3.9,Không
2024-10-24 16:55:47.494989,Mỹ phẩm,Son môi,Hà Nội,35-44,Ví điện tử,2,70000.0,140000.0,4.5,Không
2024-10-24 16:55:47.494989,Thời trang,Kính mát,Hà Nội,18-24,COD,3,335000.0,1005000.0,4.1,Không
2024-10-25 10:29:05.891783,Mỹ phẩm,Son môi,Hà Nội,35-44,Ví điện tử,2,266000.0,532000.0,4.8,Không
2024-10-26 04:02:24.288577,Sách,Sách thiếu nhi,Đà Nẵng,35-44,Ví điện tử,1,109000.0,109000.0,5.0,Không
2024-10-26 21:35:42.685370,Thời trang,Quần jean,Hà Nội,25-34,Ví điện tử,2,523000.0,1046000.0,4.1,Không
